Milestone ID,Level,Team,Target Date,Cycle,Prerequisites,"Planning Package (or epic, if pre-S18)",Description,(Optional) Milestone Coding,,,,,,,General notes
DM-NCSA-27,3,NCSA,2017-08-03,F17,,,Deliver header service code.,,,,,,,,"Numbers don't run monotonically since I pulled in the LDM- milestones first, then back-filled."
LSST-1160,2,,2017-08-03,F17,DM-NCSA-27,,Header Service Integration,,,,,,,,"AP, DRP are given references to the relevant sheets for full definition."
DM-NCSA-28,3,NCSA,2017-08-10,F17,,,Image ingest & processing control code.,,,,,,,,"Sometimes, I am shifting milestones later to better align with the overall plan (e.g., move visualization out of DAQ testing). We can still stick with the original dates, though."
LSST-1190,2,,2017-08-10,F17,"LSST-1160, DM-NCSA-28",,Control Interfaces Verification: Single Visit,,,,,,,,"We need to be able to describe what each milestone actually means. I think the ""DRP Milestones"" sheet is approximately the right level of detail for now. Some of the other milestones are too vague â€“ what is ""alert subscription v2"" and how does it differ from ""alert subscription v1""? Not a requirement to provide expanded descriptions in this sheet but you should be ready and able to provide these definitions when asked by reviewers."
DM-DAX-1,3,DAX,2017-11-30,F17,,DM-10740 (epic),WISE data ingest to PDAC.,,,,,,,,"I have split the AP DIFF2 milestone into DIFF2 and DIFF3, and scheduled DIFF2 early. Simon, please check & confirm."
DM-DAX-2,3,DAX,2017-11-30,F17,,DM-10772 (epic),"Query service suporting IVOA TAP protocol, with support for asynchronous queries.",,,,,,,,"Not regarding ""improve XXX"" as a milestone unless it has a concrete deliverable."
DM-DAX-3,3,DAX,2017-11-30,F17,,DM-2107 (epic),Image cutout service supporting IVOA SODA protocol.,,,,,,,,Added a MOPS milestone.
DM-DAX-4,3,DAX,2017-11-30,F17,,DM-4863 (epic),Metadata service suporting IVOA SIAv2 protocol.,,,,,,,,"I can't see LSST-1160, 1190,etc in PMCS. Am assuming they are L2 milestones."
DM-SUIT-1,3,SUIT,2017-11-30,F17,DM-DAX-1,DM-8493,Search and display WISE sources (objects) in PDAC.,,,,,,,,
DM-SUIT-2,3,SUIT,2017-11-30,F17,"DM-DAX-2, DM-DAX-3",DM-8493,"Search WISE coaded data single exposure images in PDAC (the images are from IRSA at IPAC, not NCSA).",,,,,,,,
DM-SUIT-3,3,SUIT,2017-11-30,F17,,DM-8352,Time series analysis tool for WISE data.,,,,,,,,
DM-SUIT-4,3,SUIT,2017-11-30,F17,,DM-8400,Multiple data traces in chart space.,,,,,,,,
DM-SQRE-1,3,SQuaRE,2017-11-30,F17,,DM-10744 (epic),Project internal Jupyter notebook service.,,,,,,,,
LDM-503-1,2,,2017-11-30,F17,"DM-DAX-1, DM-DAX-2, DM-DAX-3, DM-DAX-4, DM-SUIT-1, DM-SUIT-2, DM-SUIT-3, DM-SUIT-4, DM-SQRE-1",,Science Platform with WISE data in PDAC,,,,,,,,
DM-AP-1,3,AP,2017-11-30,F17,,DM-10773 (epic),Basic single frame measurement pipeline.,SFM1,,,,,,,
DM-DAX-5,3,DAX,2017-11-30,F17,,DM-11238 (epic),"Database ingest in support of HSC reprocessing (automatable, large catalog ingest).",,,,,,,,
DM-DRP-1,3,DRP,2017-11-30,F17,,DM-8299 (epic),HSC merger complete: all functionality deployed for the most recent HSC data release processing is now available within the LSST stack.,DRP-MS-INT-1,,,,,,,
DM-DRP-2,3,DRP,2017-11-30,F17,"DM-DAX-5, DM-NCSA-3",DM-10571 (epic),Basic visualization and quality assessment tools operational on HSC-scale data volumes.,DRP-MS-QA-1,,,,,,,
DM-NCSA-1,3,NCSA,2017-11-30,F17,DM-DRP-1,DM-10702,Regular reprocessing service for HSC data available.,,,,,,,,
DM-NCSA-2,3,NCSA,2017-11-30,F17,DM-NCSA-1,DM-10702,Access to results of regular reprocessing available (NB the form this takes depends upon available DAX functionality).,,,,,,,,
DM-NCSA-3,3,NCSA,2017-11-30,F17,DM-DAX-5,,"Provide database for metadata, provenance, location and demonstrate ingest at small scale.",,,,,,,,
DM-SUIT-5,3,SUIT,2017-11-30,F17,"DM-NCSA-2, DM-NCSA-3, DM-DAX-5, DM-DAX-4, DM-DAX-3, DM-DAX-2",DM-8721,Search and display processed HSC data.,,,,,,,,
LDM-503-2,2,,2017-11-30,F17,"DM-AP-1, DM-DAX-5, DM-DRP-1, DM-DRP-2, DM-NCSA-1, DM-NCSA-2, DM-NCSA-3, DM-SUIT-5",,HSC Reprocessing,,,,,,,,
DM-AP-2,3,AP,2017-11-30,F17,,DM-10773 (epic),Alard & Lupton-style image differencing.,DIFF1,,,,,,,
DM-AP-3,3,AP,2017-11-30,F17,,DM-10773 (epic),Point source & dipole measurement on difference images.,DIFFMEAS1,,,,,,,
DM-AP-4,3,AP,2017-11-30,F17,,DM-10768 (epic),DIASource association.,,,,,,,,
DM-AP-5,3,AP,2017-11-30,F17,,DM-10768 (epic),DIAObject generation.,,,,,,,,
DM-DAX-6,3,DAX,2017-11-30,F17,,DM-2036 (epic),Prototype L1 / Alert Production database (relaxed scale requirements).,,,,,,,,
DM-DRP-3,3,DRP,2017-11-30,F17,,DM-8289 (epic),PSF-homogenized coadd construction.,DRP-MS-COADD-1,,,,,,,
LDM-503-3,2,,2017-11-30,F17,"DM-AP-1, DM-AP-2, DM-AP-3, DM-AP-4, DM-AP-5, DM-DAX-6",,Alert Generation Validation,,,,,,,,
DM-NCSA-29,3,NCSA,2017-12-07,S18,DM-NCSA-28,,Deliver image ingest & processing client code.,,,,,,,,
LSST-1200,2,,2017-12-07,S18,"LSST-1190, DM-NCSA-29",,Interface Verification: Single Visit,,,,,,,,
DM-DAX-7,3,DAX,2018-02-01,S18,,DAX-047,Butler interface to retrieve images from data backbone.,,,,,,,,
DM-NCSA-4,3,NCSA,2018-02-01,S18,"DM-NCSA-3, LDM-503-2",,"Minimal support for the small operational schema including file metadata and provenance for every file, and record of ingest.",,,,,,,,
LDM-503-4,2,,2018-02-01,S18,"DM-DAX-7, DM-NCSA-4",,AuxTel DAQ integration functionality test,,,,,,,,
DM-NCSA-5,3,NCSA,2018-02-12,S18,,"NCSA-LDFS-FY18a, NCSA-LDFSS-FY18a","Level 1 archiving system able to acquire pixel data from the Aux Tel DAQ, header metadata via OCS, assemble FITS image, deposit in cache.",,,,,,,,
DM-NCSA-6,3,NCSA,2018-02-12,S18,DM-NET-1,NCSA-LDFSS-FY18a,"Ability to transfer files originating from Tucson to NCSA and ingest files at NCSA, including metadata and provenance.",,,,,,,,
DM-NCSA-7,3,NCSA,2018-02-12,S18,,NCSA-DCITS-FY18a,Capability to paint displays for Tucson and NCSA.,,,,,,,,
DM-NET-1,3,Networks,2018-02-12,S18,,,Base - Archive Network Functional 1 Gbps (includes Tucson - Archive).,,,,,,,,
LDM-503-4b,2,,2018-02-12,S18,"DM-NCSA-5, DM-NCSA-6, DM-NCSA-7, LDM-503-4",,Aux Tel DAQ Interface Integration Verification and Spectrograph Operations Rehearsal,,,,,,,,
DM-DAX-11,3,DAX,2018-04-06,S18,,DAX-016,Schema design for transformed Engineering & Facilities Database (EFD).,,,,,,,,
DM-NCSA-30,3,NCSA,2018-04-06,S18,DM-DAX-11,NCSA-LDFS-FY18b,EFD transformation service.,,,,,,,,
DM-NCSA-31,3,NCSA,2018-04-06,S18,DM-DAX-11,NCSA-DCITS-FY18b,Transformed EFD database,,,,,,,,
LSST-1220,2,,2018-04-06,S18,"LSST-1190, DM-NCSA-30, DM-NCSA-31",,EFD ETL Under DM Control,,,,,,,,
DM-AP-6,3,AP,2018-05-31,S18,"DM-NCSA-8, DM-NCSA-9",AP-73,Alert format defined & queue system available.,ALERTDIST1,,,,,,,
DM-NCSA-8,3,NCSA,2018-05-31,S18,,"NCSA-LDFS-19b, NCSA-ICTF-18b",Test instance of feeds to LSST mini broker in online (live stream) and offline (replaying from files) modes.,,,,,,,,
DM-NCSA-9,3,NCSA,2018-05-31,S18,DM-DAX-6,"NCSA-LDFS-18b, NCSA-DCITS-18b, NCSA-ICTF-18b",Test instance of alert distribution hosting service and L1 database in Development & Integration Enclave.,,,,,,,,
DM-SUIT-18,3,SUIT,2018-05-31,S18,DM-DAX-4,IPAC 002,Search and browse metadata.,,,,,,,,
LDM-503-5,2,,2018-05-31,S18,"DM-AP-6, DM-NCSA-8, DM-NCSA-9, LDM-503-3",,Alert Distribution Validation,,,,,,,,
DM-AP-7,3,AP,2018-06-30,F18,DM-DRP-4,AP-98,Basic instrument signature removal (ISR) capability.,ISR1,,,,,,,
DM-DRP-38,3,DRP,2018-03-01,F18,,DRP-PP-CPP-01,Camera package supporting the Commissioning Camera.,DRP-MS-CPP-2,,,,,,,
DM-DRP-4,3,DRP,2017-12-01,S18,,DM-8299 (epic),Calibration product generation in support of basic ISR.,DRP-MS-CPP-6,,,,,,,
DM-NCSA-10,3,NCSA,2018-06-30,F18,DM-NET-1,NCSA-LDFS-18b,Sustained archiving service that is Observatory Control System (OCS) commandable.,,,,,,,,
DM-NCSA-11,3,NCSA,2018-06-30,F18,DM-NET-1,,"Verified acquisition of raw and crosstalk-corrected exposures at raft scale, incl. correct metadata.",,,,,,,,
LDM-503-6,2,,2018-06-30,F18,"DM-AP-7, DM-DRP-3, DM-DRP-4, DM-NCSA-10, DM-NCSA-11, LSST-1200",,ComCam Interface Verificaton,,,,,,,,
DM-DRP-5,3,DRP,2018-05-30,S18,,DRP-PP-CPP-01,Camera package supporting the LSST Camera.,DRP-MS-CPP-3,,,,,,,
DM-SUIT-6,3,SUIT,2018-08-31,F18,,"IPAC 004, 005, 006",LSSTCam data display and visualization.,,,,,,,,
DM-SUIT-7,3,SUIT,2018-08-31,F18,Auth system [NCSA?],IPAC 011,Mapping between SUIT systems & NCSA auth system.,,,,,,,,
DM-SUIT-8,3,SUIT,2018-08-31,F18,Workspace storage [NCSA?],IPAC 003,SUIT portal integrated with workspace.,,,,,,,,
LDM-503-7,2,,2018-08-31,F18,"DM-DRP-5, DM-SUIT-6, DM-SUIT-7, DM-SUIT-8, LDM-503-6, LDM-503-2, LDM-503-1",,Camera Data Processing,,,,,,,,
DM-DRP-6,3,DRP,2017-12-01,S18,,DM-10581 (epic),Camera package supporting the Auxiliary Telescope.,DRP-MS-CPP-1,,,,,,,
DM-DRP-7,3,DRP,2018-07-14,F18,,DRP-PP-CPP-02,Coordinate transformation tool provided for use with the Collimated Beam Projector.,DRP-MS-CPP-4,,,,,,,
DM-DRP-8,3,DRP,2018-11-03,F18,,DRP-PP-CPP-03,Calibration product generation for the Auxiliary Telescope.,DRP-MS-CPP-5,,,,,,,
DM-DRP-9,3,DRP,2018-11-26,F18,,DRP-PP-CPP-03,Data reduction pipeline for the Auxiliary Telescope.,DRP-MS-CPP-9,,,,,,,
DM-NCSA-12,3,NCSA,2018-11-30,F18,LSST-1220,NCSA-LDFS-FY18b,EFD ETL Service.,,,,,,,,
DM-NCSA-13,3,NCSA,2018-11-30,F18,,NCSA-LDFS-FY18b,Header Writing Service for Spectrograph use case.,,,,,,,,
DM-NCSA-13,3,NCSA,2018-11-30,F18,,"NCSA-LDFS-FY19a, NCSA-RPS-FY19a, NCSA-DCITS-FY19a, NCSA-LDFSS-19a, NCSA-ICTF-19a",Spectrograph Archiving Service.,,,,,,,,
DM-NCSA-14,3,NCSA,2018-11-30,F18,"DM-NET-2, DM-NET-3, DM-NET-4","NCSA-DCITS-FY18b, NCSA-LDFSS-18b, NCSA-ICTF-18b","Data Backbone endpoints in Chile for ingestion and access, distribution over WAN, ingest at NCSA into custodial file store.",,,,,,,,
DM-NCSA-15,3,NCSA,2018-11-30,F18,,"NCSA-LDFS-FY19a, NCSA-RPS-FY19a, NCSA-DCITS-FY19a, NCSA-LDFSS-19a, NCSA-ICTF-19a",Batch Processing Service for offline spectrograph data processing.,,,,,,,,
DM-NET-2,3,Networks,2018-11-30,F18,,,Mountain - Base Network Functional 2 x 100 Gbps.,,,,,,,,
DM-NET-3,3,Networks,2018-11-30,F18,,,Initial Network Ready (Summit).,,,,,,,,
DM-NET-4,3,Networks,2018-11-30,F18,,,Base LAN installed.,,,,,,,,
DM-SUIT-9,3,SUIT,2018-11-30,F18,,IPAC 006,Spectral data display.,,,,,,,,
LDM-503-8,2,,2018-11-30,F18,"DM-AP-7, DM-DRP-6, DM-DRP-7, DM-DRP-8, DM-DRP-9, DM-NCSA-12, DM-NCSA-13, DM-NCSA-14, DM-NCSA-15, DM-NET-2, DM-NET-3, DM-NET-4, DM-SUIT-9, LDM-503-4b",,Spectrograph Data Acquisition,,,,,,,,
DM-AP-8,3,AP,2018-11-30,F18,"DM-DRP-4,DM-DRP-10",AP-97,"Advanced ISR, including ghost and linear feature masking, correction for the Brighter-Fatter effect and compensation for pixel response non-uniformity.",ISR2,,,,,,,
DM-AP-9,3,AP,2018-11-30,F18,,AP-151,Jointcal at a functional (but not necessarily algorithmically complete) level.,,,,,,,,
DM-DRP-10,3,DRP,2018-08-27,F18,,DRP-PP-CPP-05,Calibration products include an optical ghost model.,DRP-MS-CPP-8,,,,,,,
DM-DRP-11,3,DRP,2018-05-29,S18,DM-DAX-5,DRP-PP-OBJCHAR-07,Pipelines code provides supports for database ingestion of results.,DRP-MS-OBJCHAR-8,,,,,,,
DM-DRP-12,3,DRP,2018-08-28,F18,DM-DAX-8,DRP-PP-IMCHAR-01,Background estimation over the full visit.,DRP-MS-IMCHAR-6,,,,,,,
DM-DRP-13,3,DRP,2018-11-30,F18,DM-DAX-8,DRP-PP-IMCHAR-01,PSF estimation over the full visit.,DRP-MS-IMCHAR-2,,,,,,,
DM-DRP-14,3,DRP,2017-12-01,S18,,DM-10382 (epic),Insertion of simulated sources into the data stream to check pipeline performance.,DRP-MS-OBJCHAR-9,,,,,,,
DM-DRP-15,3,DRP,2018-08-28,F18,DM-DAX-9,DRP-PP-COADD-02,All varieties of coadd required for object detection and characterization are now produced during normal pipeline operation (although not necessarily at the ultimately required level of fidelity).,DRP-MS-COADD-3,,,,,,,
DM-DRP-16,3,DRP,2017-12-01,S18,,DM-10584 (epic),Global photometric fitting (e.g. Burke et al. Forward Global Calibration Method).,DRP-MS-IMCHAR-1,,,,,,,
DM-DRP-17,3,DRP,2018-05-29,S18,DM-AP-9,DRP-PP-IMCHAR-03,Simultaneous photometric and astrometric fitting to multiple exposures.,DRP-MS-IMCHAR-4,,,,,,,
DM-DRP-18,3,DRP,2017-12-01,S18,,DM-10353 (epic),Initial multi-band deblending algorithm available.,DRP-MS-DET-1,,,,,,,
DM-DRP-19,3,DRP,2018-11-30,F18,,DRP-PP-QA-01,QA metrics are generated during pipeline execution.,DRP-MS-QA-2,,,,,,,
DM-DRP-37,3,DRP,2018-11-26,F18,DM-DRP-3,DRP-PP-COADD-01,Artefact rejection and background matching during coadd construction.,DRP-MS-COADD-2,,,,,,,
DM-NCSA-16,3,NCSA,2018-11-30,F18,DM-DRP-1,NCSA-LDFS-19a,Perform ISR processing on ComCam-scale data.,,,,,,,,
DM-NCSA-17,3,NCSA,2018-11-30,F18,"QA algorithms?,Jupyter deployment?",NCSA-DCITS-19a,"QA on WCS, PSF, etc returned to Observatory using JupyterLab.",,,,,,,,
DM-NCSA-18,3,NCSA,2018-11-30,F18,,NCSA-DCITS-18a,Validated disaster repsonse recovery for data and calibration products.,,,,,,,,
DM-NCSA-19,3,NCSA,2018-11-30,F18,,NCSA-DCITS-FY19a,8x7 incident response system available.,,,,,,,,
DM-DAX-8,3,DAX,2018-11-30,F18,,DAX-056,Supertask-based system capable of efficient processing across a full focal plane.,,,,,,,,
DM-DAX-9,3,DAX,2018-11-30,F18,,DAX-026,"Provenance system, details TBD.",,,,,,,,
DM-SQRE-2,3,SQuaRE,2018-11-30,F18,"DM-SQRE-1,DM-NCSA-12",SQ-DS-J-2,Commissioning notebooks running on the commissioning cluster.,,,,,,,,
LDM-503-9,2,,2018-11-30,F18,"DM-AP-8, DM-AP-9, DM-DRP-10, DM-DRP-11, DM-DRP-12, DM-DRP-13, DM-DRP-14, DM-DRP-15, DM-DRP-16, DM-DRP-17, DM-DRP-18, DM-DRP-19, DM-NCSA-16, DM-NCSA-17, DM-NCSA-18, DM-NCSA-19, DM-DAX-8, DM-DAX-9, DM-SQRE-2, LDM-503-7, DM-DRP-37",,Verification Tests in Advance of Pre-Ops Rehearsal for Commissioning,,,,,,,,
LDM-503-10,2,,2019-02-28,S19,"LDM-503-8, LDM-503-4, LDM-503-6",,DAQ Validation,,,,,,,,
DM-STAFF,2,,2019-07-15,F19,,,Staffing Checkpoint,,,,,,,,
DM-AP-10,3,AP,2019-10-20,F19,DM-AP-1,AP-67,Advanced single frame measurement pipeline for Alert Production.,SFM2,,,,,,,
DM-NCSA-20,3,NCSA,2019-10-20,F19,,NCSA-LDFS-19b,ComCam Archiving Service.,,,,,,,,
DM-NCSA-21,3,NCSA,2019-10-20,F19,,NCSA-LDFS-20b,"L1 Offline Processing Service, Raft Scale, ComCam.",,,,,,,,
DM-NCSA-22,3,NCSA,2019-10-20,F19,,"NCSA-LDFS-20a, NCSA-DCITS-20a, NCSA-RPS-20a",Information in consolidated database available to QA portal.,,,,,,,,
DM-SUIT-10,3,SUIT,2019-10-20,F19,,IPAC 007,SUIT deployment procedure.,,,,,,,,
DM-NET-5,3,Networks,2019-10-20,F19,DLP-531,,Base - Archive Network Functional 100 Gbps.,,,,,,,,
LDM-503-11a,2,,2019-10-20,F19,"DM-AP-10, DM-AP-2, DM-AP-3, DM-AP-6, DM-NET-5, LDM-503-10, DM-NCSA-20, DM-NCSA-21, DM-NCSA-22, DM-SUIT-10",,ComCam Operations Readiness.,,,,,,,,
DM-DRP-21,3,DRP,2019-02-24,S19,"DM-AP-9, DM-DAX-8, DM-DAX-9",DRP-PP-IMCHAR-04,Integrated image characterization pipeline for Data Release Production.,DRP-MS-IMCHAR-5,,,,,,,
DM-DRP-22,3,DRP,2019-02-19,S19,DM-AP-11,DRP-PP-COADD-03,Template generation integrated with Data Release Production pipelines.,DRP-MS-COADD-4,,,,,,,
DM-DRP-23,3,DRP,2019-02-23,S19,DM-DRP-9,DRP-PP-CPP-06,Atmospheric characterization based on data from the Auxiliary Telescope now available.,DRP-MS-CPP-10,,,,,,,
DM-DRP-26,3,DRP,2019-08-22,F19,,DRP-PP-DET-02,Overlap resolution at tract & patch boundaries.,DRP-MS-DET-3,,,,,,,
DM-DAX-10,3,DAX,2019-10-31,F19,,DAX-054,Middleware support for MultiFit.,,,,,,,,
DM-SUIT-11,3,SUIT,2019-10-31,F19,DM-NCSA-20,"IPAC 015, 016, 017, 019","ComCam data search, display, and visualization.",,,,,,,,
DM-SUIT-12,3,SUIT,2019-10-31,F19,DM-SUIT-8,"IPAC 018, 026",Integrated SUIT portal with the notebook aspect of the Science Platform.,,,,,,,,
DM-SUIT-13,3,SUIT,2019-10-31,F19,DM-AP-6,"IPAC 020, 021",Alert subscription (beta).,,,,,,,,
DM-SUIT-14,3,SUIT,2019-10-31,F19,Needs input data [DM-SST?],"IPAC 001, 023","""All-sky"" visualization, including the single focal plane image visualization.",,,,,,,,
DM-AP-11,3,AP,2019-10-31,F19,DM-AP-2,AP-155,Difference imaging includes noise decorrelation and correction for differential chromatic refraction.,DIFF2,,,,,,,
LDM-503-11,2,,2019-10-31,F19,"LDM-503-9, LDM-503-11a, DM-DRP-21, DM-DRP-22, DM-DRP-23, DM-DRP-26, DM-DAX-10, DM-SUIT-11, DM-SUIT-12, DM-SUIT-13, DM-SUIT-14, DM-AP-11, LDM-503-5, LDM-503-8",,Verification Tests in Advance of Pre-Ops Rehearsal for Commissioning #2,,,,,,,,
DM-DRP-20,3,DRP,2019-08-21,F19,DM-DRP-4,DRP-PP-CPP-04,Refined set of LSST calibration products.,DRP-MS-CPP-7,,,,,,,
DM-DRP-24,3,DRP,2019-11-21,F19,,DRP-PP-IMCHAR-02,"Physically motivated PSF model, including separate characterization of contributions from the atmosphere and the telescope system.",DRP-MS-IMCHAR-3,,,,,,,
DM-DRP-27,3,DRP,2019-10-25,F19,,DRP-PP-DET-01,"Object generation: association and assembly of (DIA, coadd, etc) sources to form objects.",DRP-MS-DET-2,,,,,,,
DM-DRP-28,3,DRP,2020-01-30,S20,DM-AP-11,DRP-PP-COADD-04,Difference images are now a first-class data product during data release processing.,DRP-MS-COADD-5,,,,,,,
DM-DRP-29,3,DRP,2018-11-29,F18,,DRP-PP-OBJCHAR-03,Moving point source model fitting now available.,DRP-MS-OBJCHAR-3,,,,,,,
DM-DRP-30,3,DRP,2020-01-30,S20,,DRP-PP-OBJCHAR-02,Forced photometry is now performed on individual processed visit images during data releases.,DRP-MS-OBJCHAR-2,,,,,,,
DM-SQRE-3,3,SQuaRE,2020-01-31,S20,"DM-SQRE-2,Kubernetes on commissioning cluster, all relevant services available in PDAC now available on commissioning cluster [NCSA, DAX, SUIT]",SQ-DS-J-3,Hardened Jupyter deployment on Commissioning Cluster.,,,,,,,,
LDM-503-12,2,,2020-01-31,S20,"LDM-503-11, DM-DRP-27, DM-DRP-28, DM-DRP-29, DM-DRP-30, DM-SQRE-3, DM-DRP-24, DM-DRP-20",,Verification Tests in Advance of Pre-Ops Rehearsal for Commissioning #3,,,,,,,,
DM-DRP-25,3,DRP,2020-02-06,S20,DM-DAX-10,DRP-PP-OBJCHAR-01,Prototype multi-epoch fitting system available.,DRP-MS-OBJCHAR-1,,,,,,,
DM-AP-12,3,AP,2020-10-23,F20,DM-AP-11,AP-220,Difference imaging is now agnostic to the PSF of the template image.,DIFF3,,,,,,,
DM-AP-13,3,AP,2020-10-23,F20,DM-AP-3,AP-119,Trailed source measurement on difference images.,DIFFMEAS2,,,,,,,
DM-AP-14,3,AP,2020-10-23,F20,DM-AP-6,AP-217,Alert filtering system available.,ALERTDIST2,,,,,,,
DM-DRP-32,3,DRP,2017-12-01,S18,,DM-10578 (epic),Object classification system available.,DRP-MS-OBJCHAR-6,,,,,,,
DM-DRP-34,3,DRP,2020-02-20,S20,,DRP-PP-OBJCHAR-05,Selection maps are generated during data releases.,DRP-MS-OBJCHAR-5,,,,,,,
DM-DRP-35,3,DRP,2020-08-13,F20,,DRP-PP-DET-03,"Simultaneous measurement across a suite of coadds representing different bandpasses, epocs, and flavors.",DRP-MS-DET-4,,,,,,,
DM-NCSA-23,3,NCSA,2020-10-23,F20,,,Operational processes for preparing for & producing a data release defined and tested.,,,,,,,,
DM-SUIT-15,3,SUIT,2020-10-23,F20,"DM-SUIT-13, DM-AP-14","IPAC 028, 042",Alert subscription.,,,,,,,,
DM-SUIT-16,3,SUIT,2020-10-23,F20,,"IPAC 031, 032, 033",Commissioning DAC.,,,,,,,,
LDM-503-13,2,,2020-10-23,F20,"LDM-503-12, DM-AP-12, DM-AP-13, DM-AP-14, DM-DRP-32, DM-DRP-33, DM-DRP-34, DM-DRP-35, DM-NCSA-23, DM-SUIT-15, DM-SUIT-16, DM-DRP-25",,Ops Rehearsal for Data Release Processing with ComCam Data,,,,,,,,
DM-DRP-33,3,DRP,2021-05-28,S21,,DRP-PP-COADD-02,Generation of coadded images suitable for use in EPO activities.,DRP-MS-COADD-6,,,,,,,
DM-AP-15,3,AP,2021-06-02,F21,,AP-71,Alert distribution system fully integrated.,INTEGRATION1,,,,,,,
DM-SUIT-17,3,SUIT,2020-10-31,F20,DM-DAX-6,IPAC 042,Alert search & display.,,,,,,,,
DM-SQRE-4,3,SQuaRE,2021-06-02,F21,"DM-SQRE-3,Template notebooks from Pipelines (not sure what this means)
SUI/Portal final interfaces,Interface to batch system (is this supertask?)",SQ-DS-J-4,Notebook service ready for verification & validation.,,,,,,,,
LDM-503-14,2,,2021-06-02,F21,"LDM-503-13, DM-AP-15, DM-SUIT-16, DM-SQRE-4, DM-DRP-33",,DM Software for Science Verification,,,,,,,,
DM-DRP-31,3,DRP,2021-05-31,S21,,DRP-PP-OBJCHAR-06,A photometric redshift is now provided for each object.,DRP-MS-OBJCHAR-7,,,,,,,
DM-AP-16,3,AP,2021-11-02,F21,DM-AP-15,AP-68,Full integration of the Alert Production system within the operational environment.,INTEGRATION2,,,,,,,
DM-AP-17,3,AP,2021-11-02,F21,,AP-178,Moving object processing system (MOPS) available.,MOPS,,,,,,,
DM-DRP-36,3,DRP,2021-06-11,F21,DM-AP-17,DRP-PP-OBJCHAR-04,MOPS integrated to data release processing.,DRP-MS-OBJCHAR-4,,,,,,,
DM-NCSA-24,3,NCSA,2021-11-02,F21,DM-NCSA-23,"NCSA-RPS-FY20b, NCSA-LDFSS-FY20b",Production batch service for data release processing.,,,,,,,,
DM-NCSA-25,3,NCSA,2021-11-02,F21,,NCSA-RPS-FY20b,Demonstrate operational coordination with and processing at CC-IN2P3 satellite computing facility.,,,,,,,,
DM-SQRE-5,3,SQuaRE,2021-11-02,F21,"Usecases from DM-SST,General user services",SQ-DS-J-5,Notebook service ready for general science users.,,,,,,,,
LDM-503-15,2,,2021-11-29,F21,"LDM-503-14, DM-AP-16, DM-AP-17, DM-DRP-36, DM-NCSA-24, DM-NCSA-25, DM-SQRE-5, DM-DRP-31",,Verification tests in advance of full scale Ops Rehearsal,,,,,,,,
DM-NCSA-26,3,NCSA,2022-02-28,S22,,,Demonstrate full delivery of Data Facility ConOps.,,,,,,,,
LDM-503-16,2,,2022-02-28,S22,"LDM-503-15, DM-NCSA-26",,Ops rehearsal DRP,,,,,,,,
LDM-503-17,2,,2022-09-30,F22,LDM-503-16,,Verification tests full DRP,,,,,,,,